,PID,YearForecastMade,ForecastMethod,OpeningYear,OYADTForecast,DesignYear,DYADTForecast,Notes,NearActualOpenYear,NearOpenYrCount,RecentYr,RecentYrCnt,ActualOpeningYear,TollType,FunctionalClass,Methodology,AreaType,ImpromentType,State,diffPOY_NAOY,diffPOY_RY,diffAOY_RY,diffPOY_AOY,diffAOY_NAOY
635,77242,2004,MR,2008.0,98990.0,2028,96100.0,NB,2007.0,105040.0,2010.0,87560.0,,1,1.0,6,1.0,11,41,1.0,2.0,,,
640,77557,2004,UNK,2008.0,15980.0,2028,19300.0,,2007.0,23990.0,2010.0,19660.0,,1,3.0,6,1.0,2,41,1.0,2.0,,,
641,77557,2004,UNK,2008.0,16200.0,2028,19040.0,,2007.0,23990.0,2010.0,19660.0,,1,3.0,6,1.0,2,41,1.0,2.0,,,
642,77242,2004,MR,2008.0,28190.0,2028,29640.0,NB,2007.0,34140.0,2010.0,23240.0,,1,3.0,6,1.0,11,41,1.0,2.0,,,
643,77242,2004,MR,2008.0,24050.0,2028,29910.0,NB,2007.0,20600.0,2010.0,17930.0,,1,3.0,6,1.0,11,41,1.0,2.0,,,
646,76437,2004,MR,2008.0,17910.0,2028,31830.0,,2007.0,13740.0,2010.0,15250.0,,1,3.0,6,1.0,"2,3",41,1.0,2.0,,,
647,76437,2004,MR,2008.0,24650.0,2028,29140.0,,2007.0,18420.0,2010.0,20120.0,,1,3.0,6,1.0,"2,3",41,1.0,2.0,,,
674,76440,2005,MR,2008.0,12680.0,2028,13980.0,,2009.0,11460.0,2009.0,11460.0,,1,3.0,6,1.0,2,41,-1.0,1.0,,,
675,76440,2005,MR,2008.0,12700.0,2028,14000.0,,2009.0,11460.0,2009.0,11460.0,,1,3.0,6,1.0,2,41,-1.0,1.0,,,
676,78267,2005,MR,2008.0,12890.0,2028,13540.0,,2007.0,19020.0,2010.0,18220.0,,1,3.0,6,1.0,2,41,1.0,2.0,,,
677,78267,2005,MR,2008.0,15030.0,2028,15680.0,,2007.0,19020.0,2010.0,18220.0,,1,3.0,6,1.0,2,41,1.0,2.0,,,
682,76254,2005,UNK,2008.0,21650.0,2028,28600.0,,2007.0,17940.0,2010.0,11620.0,,1,3.0,6,1.0,12,41,1.0,2.0,,,
717,77055,2006,MR,2008.0,3710.0,2028,5700.0,,2008.0,2900.0,2008.0,2900.0,,1,4.0,6,1.0,2,41,0.0,0.0,,,
718,77055,2006,MR,2008.0,2830.0,2028,3050.0,,2008.0,2910.0,2008.0,2910.0,,1,4.0,6,1.0,2,41,0.0,0.0,,,
725,77055,2006,MR,2008.0,3940.0,2028,4950.0,,2008.0,3440.0,2008.0,3440.0,,1,5.0,6,1.0,2,41,0.0,0.0,,,
726,77055,2006,MR,2008.0,5320.0,2028,8300.0,,2008.0,4660.0,2008.0,4660.0,,1,5.0,6,1.0,2,41,0.0,0.0,,,
727,77055,2006,MR,2008.0,3730.0,2028,4530.0,,2008.0,3440.0,2008.0,3440.0,,1,5.0,6,1.0,2,41,0.0,0.0,,,
728,77055,2006,MR,2008.0,3410.0,2028,4210.0,,2008.0,3440.0,2008.0,3440.0,,1,5.0,6,1.0,2,41,0.0,0.0,,,
750,25703,2006,RC,2008.0,11060.0,2020,11580.0,,2009.0,7680.0,2009.0,7680.0,,1,5.0,6,1.0,1,41,-1.0,1.0,,,
751,25703,2006,RC,2008.0,7240.0,2020,7500.0,,2009.0,4690.0,2009.0,4690.0,,1,5.0,6,1.0,1,41,-1.0,1.0,,,
752,18624,2006,RC,2008.0,1200.0,2020,1300.0,,2007.0,1060.0,2010.0,940.0,,1,5.0,6,1.0,1,41,1.0,2.0,,,
753,18624,2006,RC,2008.0,1000.0,2020,1110.0,,2007.0,860.0,2010.0,810.0,,1,5.0,6,1.0,1,41,1.0,2.0,,,
778,23730,2006,MR,2008.0,94540.0,2028,113280.0,,2007.0,71720.0,2010.0,64800.0,,1,1.0,6,1.0,1,41,1.0,2.0,,,
779,23730,2006,MR,2008.0,90380.0,2028,100720.0,,2007.0,85080.0,2010.0,76020.0,,1,1.0,6,1.0,1,41,1.0,2.0,,,
780,23730,2006,MR,2008.0,70700.0,2028,82410.0,,2007.0,67900.0,2010.0,59280.0,,1,1.0,6,1.0,1,41,1.0,2.0,,,
781,23730,2006,MR,2008.0,66770.0,2028,78310.0,,2007.0,63510.0,2010.0,54240.0,,1,1.0,6,1.0,1,41,1.0,2.0,,,
785,25703,2006,RC,2008.0,12380.0,2020,13800.0,,2009.0,10360.0,2009.0,10360.0,,1,1.0,6,1.0,1,41,-1.0,1.0,,,
794,25703,2006,RC,2008.0,12820.0,2020,13470.0,,2009.0,10600.0,2009.0,10600.0,,1,3.0,6,1.0,1,41,-1.0,1.0,,,
795,25703,2006,RC,2008.0,8490.0,2020,9100.0,,2009.0,6620.0,2009.0,6620.0,,1,3.0,6,1.0,1,41,-1.0,1.0,,,
796,25703,2006,RC,2008.0,14330.0,2020,14540.0,Different log point used,2009.0,3250.0,2009.0,3250.0,,1,3.0,6,1.0,1,41,-1.0,1.0,,,
831,25574,2007,UNK,2008.0,21140.0,2020,26070.0,,2006.0,18470.0,2010.0,19000.0,,1,1.0,6,1.0,1,41,2.0,2.0,,,
852,25574,2007,UNK,2008.0,35240.0,2020,42400.0,,2008.0,24390.0,2008.0,24390.0,,1,1.0,6,1.0,1,41,0.0,0.0,,,
875,82274,2008,MR,2008.0,8320.0,2028,8300.0,,2008.0,10590.0,2008.0,10590.0,,1,3.0,6,1.0,7,41,0.0,0.0,,,
876,82274,2008,MR,2008.0,7700.0,2028,8130.0,,2008.0,6800.0,2008.0,6800.0,,1,3.0,6,1.0,7,41,0.0,0.0,,,
877,82274,2008,MR,2008.0,20700.0,2028,23570.0,,2008.0,21340.0,2008.0,21340.0,,1,3.0,6,1.0,7,41,0.0,0.0,,,
878,82274,2008,MR,2008.0,18600.0,2028,22100.0,,2008.0,18490.0,2008.0,18490.0,,1,3.0,6,1.0,7,41,0.0,0.0,,,
879,,2008,MR,2008.0,15350.0,2028,15430.0,,2007.0,15580.0,2010.0,16950.0,,1,4.0,6,1.0,2,41,1.0,2.0,,,
880,,2008,MR,2008.0,16570.0,2028,17510.0,,2007.0,15580.0,2010.0,16950.0,,1,4.0,6,1.0,2,41,1.0,2.0,,,
881,22950,2002,MR,2009.0,49820.0,2029,70190.0,,2010.0,36520.0,2010.0,36520.0,,1,1.0,6,1.0,12,41,-1.0,1.0,,,
885,75567,2005,UNK,2009.0,33970.0,2029,47360.0,,2009.0,35170.0,2009.0,35170.0,,1,1.0,6,1.0,1,41,0.0,0.0,,,
886,75567,2005,UNK,2009.0,40820.0,2029,52940.0,,2009.0,38810.0,2009.0,38810.0,,1,1.0,6,1.0,1,41,0.0,0.0,,,
889,23108,2005,RC,2009.0,3050.0,2029,4060.0,,2009.0,2600.0,2009.0,2600.0,,1,4.0,6,1.0,1,41,0.0,0.0,,,
890,78195,2005,MR,2009.0,7140.0,2029,11280.0,,2010.0,5600.0,2010.0,5600.0,,1,5.0,6,1.0,2,41,-1.0,1.0,,,
891,78195,2005,MR,2009.0,7860.0,2029,12240.0,,2010.0,5330.0,2010.0,5330.0,,1,5.0,6,1.0,2,41,-1.0,1.0,,,
892,78195,2005,MR,2009.0,8660.0,2029,11320.0,,2010.0,9500.0,2010.0,9500.0,,1,5.0,6,1.0,2,41,-1.0,1.0,,,
893,78195,2005,MR,2009.0,7840.0,2029,10320.0,,2010.0,6800.0,2010.0,6800.0,,1,5.0,6,1.0,2,41,-1.0,1.0,,,
894,25508,2005,UNK,2009.0,40340.0,2029,41230.0,,2008.0,43210.0,2008.0,43210.0,,1,1.0,6,1.0,12,41,1.0,-1.0,,,
895,25508,2005,UNK,2009.0,53930.0,2029,56660.0,,2008.0,53450.0,2008.0,53450.0,,1,1.0,6,1.0,12,41,1.0,-1.0,,,
896,25508,2005,UNK,2009.0,39050.0,2029,42290.0,,2008.0,35730.0,2008.0,35730.0,,1,1.0,6,1.0,12,41,1.0,-1.0,,,
897,25508,2005,UNK,2009.0,55290.0,2029,58740.0,,2008.0,49550.0,2008.0,49550.0,,1,1.0,6,1.0,12,41,1.0,-1.0,,,
898,24696,2005,MR,2009.0,84880.0,2029,136770.0,,2010.0,69670.0,2010.0,69670.0,,1,1.0,6,1.0,11,41,-1.0,1.0,,,
899,24696,2005,MR,2009.0,118230.0,2029,175920.0,,2010.0,96910.0,2010.0,96910.0,,1,1.0,6,1.0,11,41,-1.0,1.0,,,
900,24696,2005,MR,2009.0,102090.0,2029,158000.0,,2010.0,81560.0,2010.0,81560.0,,1,1.0,6,1.0,11,41,-1.0,1.0,,,
901,24696,2005,MR,2009.0,126530.0,2029,177500.0,,2010.0,99490.0,2010.0,99490.0,,1,1.0,6,1.0,11,41,-1.0,1.0,,,
902,24696,2005,MR,2009.0,120200.0,2029,155410.0,,2010.0,98780.0,2010.0,98780.0,,1,1.0,6,1.0,11,41,-1.0,1.0,,,
903,24696,2005,MR,2009.0,116190.0,2029,146690.0,,2010.0,99470.0,2010.0,99470.0,,1,1.0,6,1.0,11,41,-1.0,1.0,,,
904,24696,2005,MR,2009.0,101450.0,2029,125530.0,,2010.0,96650.0,2010.0,96650.0,,1,1.0,6,1.0,11,41,-1.0,1.0,,,
905,76946,2005,UNK,2009.0,18300.0,2029,18300.0,,2010.0,13250.0,2010.0,13250.0,,1,3.0,6,1.0,12,41,-1.0,1.0,,,
906,76946,2005,UNK,2009.0,19500.0,2029,19500.0,,2010.0,13250.0,2010.0,13250.0,,1,3.0,6,1.0,12,41,-1.0,1.0,,,
907,76946,2005,UNK,2009.0,25704.0,2029,35520.0,,2010.0,17540.0,2010.0,17540.0,,1,3.0,6,1.0,12,41,-1.0,1.0,,,
908,76946,2005,UNK,2009.0,26373.0,2029,37557.0,,2010.0,17540.0,2010.0,17540.0,,1,3.0,6,1.0,12,41,-1.0,1.0,,,
909,76946,2005,UNK,2009.0,31637.0,2029,44845.0,,2010.0,26300.0,2010.0,26300.0,,1,3.0,6,1.0,12,41,-1.0,1.0,,,
915,78266,2005,MR,2009.0,20100.0,2029,21200.0,,2010.0,18220.0,2010.0,18220.0,,1,3.0,6,1.0,3,41,-1.0,1.0,,,
916,12356,2006,MR,2009.0,31650.0,2029,44630.0,,2008.0,28800.0,2008.0,28800.0,,1,1.0,6,1.0,12,41,1.0,-1.0,,,
932,80185,2006,RC,2009.0,820.0,2021,900.0,,2009.0,480.0,2009.0,480.0,,1,5.0,6,1.0,1,41,0.0,0.0,,,
933,80185,2006,RC,2009.0,1540.0,2021,1800.0,,2009.0,1460.0,2009.0,1460.0,,1,5.0,6,1.0,1,41,0.0,0.0,,,
934,80185,2006,RC,2009.0,1940.0,2021,2550.0,,2009.0,1640.0,2009.0,1640.0,,1,5.0,6,1.0,1,41,0.0,0.0,,,
935,80185,2006,RC,2009.0,1990.0,2021,2140.0,,2009.0,1440.0,2009.0,1440.0,,1,5.0,6,1.0,1,41,0.0,0.0,,,
940,25655,2006,RC,2009.0,1210.0,2021,1260.0,,2009.0,880.0,2009.0,880.0,,1,5.0,6,1.0,1,41,0.0,0.0,,,
941,25655,2006,RC,2009.0,3240.0,2021,3420.0,,2009.0,2700.0,2009.0,2700.0,,1,5.0,6,1.0,1,41,0.0,0.0,,,
942,25655,2006,RC,2009.0,3360.0,2021,3830.0,,2009.0,2700.0,2009.0,2700.0,,1,5.0,6,1.0,1,41,0.0,0.0,,,
943,25655,2006,RC,2009.0,7330.0,2021,8060.0,,2009.0,5610.0,2009.0,5610.0,,1,5.0,6,1.0,1,41,0.0,0.0,,,
950,81796,2006,MR,2009.0,30700.0,2029,36520.0,,2008.0,33740.0,2008.0,33740.0,,1,1.0,6,1.0,11,41,1.0,-1.0,,,
951,81796,2006,MR,2009.0,38600.0,2029,43800.0,,2008.0,41350.0,2008.0,41350.0,,1,1.0,6,1.0,11,41,1.0,-1.0,,,
952,81796,2006,MR,2009.0,45640.0,2029,49600.0,,2008.0,48410.0,2008.0,48410.0,,1,1.0,6,1.0,11,41,1.0,-1.0,,,
953,81796,2006,MR,2009.0,54560.0,2029,56960.0,,2008.0,56000.0,2008.0,56000.0,,1,1.0,6,1.0,11,41,1.0,-1.0,,,
964,81796,2006,MR,2009.0,24320.0,2029,25940.0,,2008.0,21600.0,2008.0,21600.0,,1,3.0,6,1.0,11,41,1.0,-1.0,,,
965,81796,2006,MR,2009.0,30940.0,2029,32700.0,,2008.0,28150.0,2008.0,28150.0,,1,3.0,6,1.0,11,41,1.0,-1.0,,,
998,81446,2007,RC,2009.0,14700.0,2029,21860.0,,2009.0,12420.0,2009.0,12420.0,,1,3.0,6,1.0,1,41,0.0,0.0,,,
1000,76561,2007,MR,2009.0,9710.0,2029,15210.0,,2011.0,8900.0,2011.0,8900.0,,1,4.0,6,1.0,2,41,-2.0,2.0,,,
1001,76561,2007,MR,2009.0,5390.0,2029,11090.0,,2011.0,6080.0,2011.0,6080.0,,1,4.0,6,1.0,2,41,-2.0,2.0,,,
1017,76561,2007,MR,2009.0,14050.0,2029,22210.0,,2011.0,13710.0,2011.0,13710.0,,1,5.0,6,1.0,2,41,-2.0,2.0,,,
1018,82485,2007,MR,2009.0,8470.0,2029,9840.0,,2008.0,7580.0,2008.0,7580.0,,1,5.0,6,1.0,2,41,1.0,-1.0,,,
1022,82625,2007,MR,2009.0,11220.0,2029,11620.0,NB,2008.0,8650.0,2008.0,8650.0,,1,1.0,6,1.0,12,41,1.0,-1.0,,,
1023,82625,2007,MR,2009.0,66870.0,2029,74340.0,NB,2008.0,59970.0,2008.0,59970.0,,1,1.0,6,1.0,12,41,1.0,-1.0,,,
1024,82625,2007,MR,2009.0,58180.0,2029,65800.0,NB,2008.0,52020.0,2008.0,52020.0,,1,1.0,6,1.0,12,41,1.0,-1.0,,,
1025,82625,2007,MR,2009.0,56030.0,2029,63750.0,NB,2008.0,53590.0,2008.0,53590.0,,1,1.0,6,1.0,12,41,1.0,-1.0,,,
1026,82625,2007,MR,2009.0,63040.0,2029,72320.0,NB,2008.0,61100.0,2008.0,61100.0,,1,1.0,6,1.0,12,41,1.0,-1.0,,,
1027,25555,2007,MR,2009.0,89200.0,2029,101660.0,,2007.0,85300.0,2010.0,65300.0,,1,1.0,6,1.0,1,41,2.0,1.0,,,
1028,24956,2007,MR,2009.0,43610.0,2021,49170.0,,2008.0,39420.0,2008.0,39420.0,,1,1.0,6,1.0,1,41,1.0,-1.0,,,
1031,77569,2007,MR,2009.0,96910.0,2029,120540.0,,2010.0,116330.0,2010.0,116330.0,,1,1.0,6,1.0,1,41,-1.0,1.0,,,
1032,82625,2007,MR,2009.0,55650.0,2029,62720.0,NB,2008.0,56000.0,2008.0,56000.0,,1,1.0,6,1.0,12,41,1.0,-1.0,,,
1044,82092,2007,MR,2009.0,11090.0,2032,12430.0,,2009.0,11340.0,2009.0,11340.0,,1,3.0,6,1.0,2,41,0.0,0.0,,,
1045,82092,2007,MR,2009.0,11600.0,2032,13070.0,,2009.0,11340.0,2009.0,11340.0,,1,3.0,6,1.0,2,41,0.0,0.0,,,
1046,82092,2007,MR,2009.0,11540.0,2032,12970.0,,2009.0,11340.0,2009.0,11340.0,,1,3.0,6,1.0,2,41,0.0,0.0,,,
1047,82092,2007,MR,2009.0,10680.0,2032,12090.0,,2009.0,11340.0,2009.0,11340.0,,1,3.0,6,1.0,2,41,0.0,0.0,,,
1048,24956,2007,MR,2009.0,11030.0,2021,12470.0,,2008.0,7970.0,2008.0,7970.0,,1,3.0,6,1.0,1,41,1.0,-1.0,,,
1050,81446,2007,RC,2009.0,11750.0,2029,17230.0,,2009.0,10760.0,2009.0,10760.0,,1,3.0,6,1.0,1,41,0.0,0.0,,,
1062,13363,2007,MR,2009.0,4520.0,2029,5240.0,,2010.0,2780.0,2010.0,2780.0,,1,4.0,6,1.0,12,41,-1.0,1.0,,,
1093,X,2008,MR,2009.0,12610.0,2029,13010.0,,2008.0,12140.0,2008.0,12140.0,,1,3.0,6,1.0,2,41,1.0,-1.0,,,
1094,X,2008,MR,2009.0,12100.0,2029,12460.0,,2008.0,12670.0,2008.0,12670.0,,1,3.0,6,1.0,2,41,1.0,-1.0,,,
1095,X,2008,MR,2009.0,9510.0,2029,11170.0,,2008.0,9840.0,2008.0,9840.0,,1,3.0,6,1.0,2,41,1.0,-1.0,,,
1096,X,2008,MR,2009.0,11940.0,2029,14020.0,,2008.0,12280.0,2008.0,12280.0,,1,3.0,6,1.0,2,41,1.0,-1.0,,,
1114,16579,2009,MR,2009.0,2220.0,2029,2750.0,,2008.0,2190.0,2008.0,2190.0,,1,5.0,6,1.0,1,41,1.0,-1.0,,,
1127,85190,2009,MR,2009.0,39200.0,2029,44400.0,,2010.0,38550.0,2010.0,38550.0,,1,3.0,6,1.0,2,41,-1.0,1.0,,,
1131,14040,2002,UNK,2010.0,19370.0,2030,24650.0,,2010.0,15340.0,2010.0,15340.0,,1,3.0,6,1.0,12,41,0.0,0.0,,,
1132,25760,2004,,2010.0,38060.0,2030,46020.0,,2007.0,32870.0,2007.0,32870.0,,1,1.0,6,1.0,12,41,3.0,-3.0,,,
1133,25760,2004,,2010.0,18690.0,2030,23640.0,,2007.0,16980.0,2007.0,16980.0,,1,1.0,6,1.0,12,41,3.0,-3.0,,,
1134,19734,2005,UNK,2010.0,34860.0,2030,48030.0,,2010.0,28650.0,2010.0,28650.0,,1,1.0,6,1.0,11,41,0.0,0.0,,,
1136,80217,2005,MR,2010.0,9180.0,2030,11880.0,,2008.0,7070.0,2008.0,7070.0,,1,4.0,6,1.0,2,41,2.0,-2.0,,,
1137,80217,2005,MR,2010.0,10180.0,2030,12390.0,,2008.0,7070.0,2008.0,7070.0,,1,4.0,6,1.0,2,41,2.0,-2.0,,,
1138,19734,2005,UNK,2010.0,49850.0,2030,69630.0,,2010.0,36900.0,2010.0,36900.0,,1,1.0,6,1.0,11,41,0.0,0.0,,,
1139,19734,2005,UNK,2010.0,45910.0,2030,64250.0,,2010.0,34550.0,2010.0,34550.0,,1,1.0,6,1.0,11,41,0.0,0.0,,,
1140,19734,2005,UNK,2010.0,46090.0,2030,63090.0,,2010.0,34550.0,2010.0,34550.0,,1,1.0,6,1.0,11,41,0.0,0.0,,,
1145,77616,2005,MR,2010.0,69990.0,2030,98030.0,,2010.0,59930.0,2010.0,59930.0,,1,1.0,6,1.0,11,41,0.0,0.0,,,
1146,77616,2005,MR,2010.0,80520.0,2030,108090.0,,2010.0,67780.0,2010.0,67780.0,,1,1.0,6,1.0,11,41,0.0,0.0,,,
1147,77616,2005,MR,2010.0,88340.0,2030,117580.0,,2010.0,83470.0,2010.0,83470.0,,1,1.0,6,1.0,11,41,0.0,0.0,,,
1148,77616,2005,MR,2010.0,113440.0,2030,144670.0,,2010.0,106830.0,2010.0,106830.0,,1,1.0,6,1.0,11,41,0.0,0.0,,,
1149,77616,2005,MR,2010.0,119890.0,2030,160670.0,,2010.0,97420.0,2010.0,97420.0,,1,1.0,6,1.0,11,41,0.0,0.0,,,
1150,77616,2005,MR,2010.0,127740.0,2030,168800.0,,2010.0,109540.0,2010.0,109540.0,,1,1.0,6,1.0,11,41,0.0,0.0,,,
1151,77616,2005,MR,2010.0,128680.0,2030,169560.0,,2010.0,111110.0,2010.0,111110.0,,1,1.0,6,1.0,11,41,0.0,0.0,,,
1152,77616,2005,MR,2010.0,137610.0,2030,180450.0,,2010.0,121010.0,2010.0,121010.0,,1,1.0,6,1.0,11,41,0.0,0.0,,,
1153,13567,2005,MR,2010.0,124140.0,2030,142770.0,,2010.0,93110.0,2010.0,93110.0,,1,1.0,6,1.0,12,41,0.0,0.0,,,
1154,13567,2005,MR,2010.0,88210.0,2030,101250.0,,2010.0,77270.0,2010.0,77270.0,,1,1.0,6,1.0,12,41,0.0,0.0,,,
1155,13567,2005,MR,2010.0,99200.0,2030,101690.0,,2010.0,77270.0,2010.0,77270.0,,1,1.0,6,1.0,12,41,0.0,0.0,,,
1158,13486,2005,MR,2010.0,68050.0,2030,81500.0,,2008.0,56450.0,2008.0,56450.0,,1,1.0,6,1.0,3,41,2.0,-2.0,,,
1159,13486,2005,MR,2010.0,55100.0,2030,66800.0,,2008.0,50960.0,2008.0,50960.0,,1,1.0,6,1.0,3,41,2.0,-2.0,,,
1163,78243,2005,MR,2010.0,9750.0,2030,12480.0,,2010.0,9190.0,2010.0,9190.0,,1,3.0,6,1.0,3,41,0.0,0.0,,,
1164,78243,2005,MR,2010.0,12800.0,2030,16820.0,,2010.0,12370.0,2010.0,12370.0,,1,3.0,6,1.0,3,41,0.0,0.0,,,
1165,78243,2005,MR,2010.0,18810.0,2030,21520.0,,2010.0,12370.0,2010.0,12370.0,,1,3.0,6,1.0,3,41,0.0,0.0,,,
1175,78243,2005,MR,2010.0,11230.0,2030,14450.0,,2010.0,9550.0,2010.0,9550.0,,1,4.0,6,1.0,3,41,0.0,0.0,,,
1176,78243,2005,MR,2010.0,12060.0,2030,14360.0,,2010.0,7310.0,2010.0,7310.0,,1,4.0,6,1.0,3,41,0.0,0.0,,,
1177,78398,2005,MR,2010.0,15230.0,2030,17740.0,,2010.0,10800.0,2010.0,10800.0,,1,4.0,6,1.0,"2,3",41,0.0,0.0,,,
1178,78398,2005,MR,2010.0,13690.0,2030,15760.0,,2010.0,10800.0,2010.0,10800.0,,1,4.0,6,1.0,"2,3",41,0.0,0.0,,,
1179,21612,2006,UNK,2010.0,14695.0,2030,17930.0,,2010.0,15570.0,2010.0,15570.0,,1,3.0,6,1.0,12,41,0.0,0.0,,,
1181,79476,2006,MR,2010.0,169060.0,2030,204190.0,,2010.0,133560.0,2010.0,133560.0,,1,1.0,6,1.0,11,41,0.0,0.0,,,
1182,79476,2006,MR,2010.0,165220.0,2030,195340.0,,2010.0,132220.0,2010.0,132220.0,,1,1.0,6,1.0,11,41,0.0,0.0,,,
1188,24957,2006,MR,2010.0,68090.0,2022,75410.0,,2008.0,75640.0,2008.0,75640.0,,1,1.0,6,1.0,1,41,2.0,-2.0,,,
1191,20963,2006,UNK,2010.0,169030.0,2030,204190.0,,2010.0,133560.0,2010.0,133560.0,,1,1.0,6,1.0,12,41,0.0,0.0,,,
1192,20963,2006,UNK,2010.0,165220.0,2030,195340.0,,2010.0,132220.0,2010.0,132220.0,,1,1.0,6,1.0,12,41,0.0,0.0,,,
1193,24957,2006,MR,2010.0,63090.0,2022,66250.0,,2008.0,61060.0,2008.0,61060.0,,1,1.0,6,1.0,1,41,2.0,-2.0,,,
1194,24957,2006,MR,2010.0,40570.0,2022,42040.0,,2008.0,43520.0,2008.0,43520.0,,1,1.0,6,1.0,1,41,2.0,-2.0,,,
1195,24957,2006,MR,2010.0,39790.0,2022,41160.0,,2008.0,43520.0,2008.0,43520.0,,1,1.0,6,1.0,1,41,2.0,-2.0,,,
1196,25235,2006,MR,2010.0,24080.0,2030,25530.0,,2008.0,19700.0,2008.0,19700.0,,1,1.0,6,1.0,1,41,2.0,-2.0,,,
1197,25235,2006,MR,2010.0,17000.0,2030,17000.0,,2008.0,12470.0,2008.0,12470.0,,1,1.0,6,1.0,1,41,2.0,-2.0,,,
1198,21612,2006,UNK,2010.0,17875.0,2030,21810.0,,2010.0,18300.0,2010.0,18300.0,,1,3.0,6,1.0,12,41,0.0,0.0,,,
1199,21612,2006,UNK,2010.0,6712.0,2030,8190.0,,2010.0,21630.0,2010.0,21630.0,,1,3.0,6,1.0,12,41,0.0,0.0,,,
1200,79476,2006,MR,2010.0,19600.0,2030,25640.0,,2010.0,23620.0,2010.0,23620.0,,1,3.0,6,1.0,11,41,0.0,0.0,,,
1201,79476,2006,MR,2010.0,50070.0,2030,62060.0,,2010.0,42950.0,2010.0,42950.0,,1,3.0,6,1.0,11,41,0.0,0.0,,,
1202,80096,2006,MR,2010.0,8260.0,2030,11220.0,,2009.0,7170.0,2009.0,7170.0,,1,3.0,6,1.0,2,41,1.0,-1.0,,,
1203,80096,2006,MR,2010.0,10080.0,2030,11560.0,,2009.0,6510.0,2009.0,6510.0,,1,3.0,6,1.0,2,41,1.0,-1.0,,,
1204,79000,2006,MR,2010.0,19370.0,2030,20930.0,,2010.0,14490.0,2010.0,14490.0,,1,3.0,6,1.0,2,41,0.0,0.0,,,
1205,79000,2006,MR,2010.0,15210.0,2030,16700.0,,2010.0,12600.0,2010.0,12600.0,,1,3.0,6,1.0,2,41,0.0,0.0,,,
1206,79000,2006,MR,2010.0,18920.0,2030,22200.0,,2010.0,12600.0,2010.0,12600.0,,1,3.0,6,1.0,2,41,0.0,0.0,,,
1207,78269,2006,MR,2010.0,20620.0,2030,22240.0,,2010.0,19410.0,2010.0,19410.0,,1,3.0,6,1.0,2,41,0.0,0.0,,,
1208,78269,2006,MR,2010.0,20490.0,2030,22980.0,,2010.0,19410.0,2010.0,19410.0,,1,3.0,6,1.0,2,41,0.0,0.0,,,
1209,78269,2006,MR,2010.0,22570.0,2030,25870.0,,2010.0,19410.0,2010.0,19410.0,,1,3.0,6,1.0,2,41,0.0,0.0,,,
1210,78269,2006,MR,2010.0,25240.0,2030,28550.0,,2010.0,19410.0,2010.0,19410.0,,1,3.0,6,1.0,2,41,0.0,0.0,,,
1211,78269,2006,MR,2010.0,25440.0,2030,29040.0,,2010.0,19410.0,2010.0,19410.0,,1,3.0,6,1.0,2,41,0.0,0.0,,,
1212,25235,2006,MR,2010.0,30070.0,2030,32040.0,,2008.0,22460.0,2008.0,22460.0,,1,3.0,6,1.0,1,41,2.0,-2.0,,,
1213,78277,2006,MR,2010.0,37820.0,2030,40100.0,,2008.0,30180.0,2008.0,30180.0,,1,3.0,6,1.0,1,41,2.0,-2.0,,,
1214,78277,2006,MR,2010.0,36170.0,2030,38330.0,,2008.0,32730.0,2008.0,32730.0,,1,3.0,6,1.0,1,41,2.0,-2.0,,,
1215,78277,2006,MR,2010.0,26910.0,2030,31340.0,,2008.0,14620.0,2008.0,14620.0,,1,3.0,6,1.0,1,41,2.0,-2.0,,,
1216,78277,2006,MR,2010.0,26820.0,2030,28830.0,,2008.0,17020.0,2008.0,17020.0,,1,3.0,6,1.0,1,41,2.0,-2.0,,,
1217,25423,2006,RC,2010.0,29110.0,2030,29110.0,,2009.0,24080.0,2009.0,24080.0,,1,3.0,6,1.0,1,41,1.0,-1.0,,,
1218,25423,2006,RC,2010.0,7260.0,2030,7320.0,,2009.0,6560.0,2009.0,6560.0,,1,3.0,6,1.0,1,41,1.0,-1.0,,,
1219,25423,2006,RC,2010.0,9980.0,2030,10900.0,,2009.0,8450.0,2009.0,8450.0,,1,3.0,6,1.0,1,41,1.0,-1.0,,,
1220,20963,2006,UNK,2010.0,19600.0,2030,25640.0,,2010.0,23620.0,2010.0,23620.0,,1,3.0,6,1.0,12,41,0.0,0.0,,,
1221,20963,2006,UNK,2010.0,50070.0,2030,62060.0,,2010.0,42950.0,2010.0,42950.0,,1,3.0,6,1.0,12,41,0.0,0.0,,,
1222,80096,2006,MR,2010.0,11320.0,2030,13360.0,,2009.0,9440.0,2009.0,9440.0,,1,5.0,6,1.0,2,41,1.0,-1.0,,,
1223,80096,2006,MR,2010.0,9260.0,2030,11180.0,,2009.0,6400.0,2009.0,6400.0,,1,5.0,6,1.0,2,41,1.0,-1.0,,,
1225,83245,2007,MR,2010.0,53040.0,2030,75570.0,,2007.0,51100.0,2007.0,51100.0,,1,1.0,6,1.0,11,41,3.0,-3.0,,,
1226,83245,2007,MR,2010.0,57700.0,2030,81770.0,,2007.0,55700.0,2007.0,55700.0,,1,1.0,6,1.0,11,41,3.0,-3.0,,,
1227,83245,2007,MR,2010.0,63900.0,2030,89800.0,,2007.0,59410.0,2007.0,59410.0,,1,1.0,6,1.0,11,41,3.0,-3.0,,,
