InternalProjectID,AverageCount,AverageForecast,Error,AbsError,PercentError,AbsPE,ImprovementType,YearForecastProduced,ForecastYear,State,Year_ofObservation,Decade_Count,Decade_ForecastProduced,Decade_Opening,Diff_Year,ForecastHorizon
421986-1,4700,4250,450,450,10.58823529,10.58823529,1,2007,2010,FL,2012,5,5,2008-2012,3,3
421988-1,14300,14200,100,100,0.704225352,0.704225352,1,2009,2011,FL,2013,6,5,2008-2012,2,2
421989-1,36500,37300,-800,800,-2.144772118,2.144772118,1,2008,2011,FL,2013,6,5,2008-2012,3,3
421990-1,14008,14200,-192,192,-1.352112676,1.352112676,1,2007,2010,FL,2012,5,5,2008-2012,3,3
421991-1,28881,45000,-16119,16119,-35.82,35.82,1,2007,2010,FL,2012,5,5,2008-2012,3,3
422001-1,12900,15100,-2200,2200,-14.56953642,14.56953642,1,2007,2010,FL,2012,5,5,2008-2012,3,3
422002-1,29500,45000,-15500,15500,-34.44444444,34.44444444,1,2007,2010,FL,2012,5,5,2008-2012,3,3
422003-1,25000,26000,-1000,1000,-3.846153846,3.846153846,1,2007,2010,FL,2012,5,5,2008-2012,3,3
422004-1,14700,17700,-3000,3000,-16.94915254,16.94915254,1,2007,2010,FL,2012,5,5,2008-2012,3,3
422005-1,14700,15200,-500,500,-3.289473684,3.289473684,1,2007,2010,FL,2012,5,5,2008-2012,3,3
422008-1,16500,18500,-2000,2000,-10.81081081,10.81081081,1,2007,2010,FL,2012,5,5,2008-2012,3,3
422009-1,36500,42100,-5600,5600,-13.30166271,13.30166271,1,2007,2010,FL,2012,5,5,2008-2012,3,3
422010-1,13500,15900,-2400,2400,-15.09433962,15.09433962,1,2007,2010,FL,2012,5,5,2008-2012,3,3
422011-1,19500,24900,-5400,5400,-21.68674699,21.68674699,1,2008,2011,FL,2013,6,5,2008-2012,3,3
422012-1,17700,16600,1100,1100,6.626506024,6.626506024,1,2008,2010,FL,2012,5,5,2008-2012,2,2
422018-1,25250,27300,-2050,2050,-7.509157509,7.509157509,1,2008,2010,FL,2012,5,5,2008-2012,2,2
422019-1,22500,23400,-900,900,-3.846153846,3.846153846,1,2007,2010,FL,2012,5,5,2008-2012,3,3
422020-1,28000,32000,-4000,4000,-12.5,12.5,1,2007,2010,FL,2012,5,5,2008-2012,3,3
422022-1,21500,25100,-3600,3600,-14.34262948,14.34262948,1,2007,2010,FL,2012,5,5,2008-2012,3,3
422023-1,4500,6100,-1600,1600,-26.2295082,26.2295082,1,2007,2010,FL,2012,5,5,2008-2012,3,3
422024-1,14006,14100,-94,94,-0.666666667,0.666666667,1,2007,2010,FL,2012,5,5,2008-2012,3,3
422024-2,19800,17700,2100,2100,11.86440678,11.86440678,1,2009,2013,FL,2015,6,5,After 2012,4,4
422026-1,12300,17300,-5000,5000,-28.9017341,28.9017341,1,2007,2010,FL,2012,5,5,2008-2012,3,3
422027-1,23600,27450,-3850,3850,-14.02550091,14.02550091,1,2007,2010,FL,2012,5,5,2008-2012,3,3
422028-1,11500,13500,-2000,2000,-14.81481481,14.81481481,1,2008,2010,FL,2012,5,5,2008-2012,2,2
422030-1,19500,36600,-17100,17100,-46.72131148,46.72131148,1,2007,2010,FL,2012,5,5,2008-2012,3,3
422030-2,14000,36500,-22500,22500,-61.64383562,61.64383562,1,2010,2012,FL,2014,6,5,2008-2012,2,2
422031-1,8600,8700,-100,100,-1.149425287,1.149425287,1,2008,2010,FL,2012,5,5,2008-2012,2,2
422032-1,27000,29500,-2500,2500,-8.474576271,8.474576271,1,2009,2011,FL,2013,6,5,2008-2012,2,2
422033-1,58500,59100,-600,600,-1.015228426,1.015228426,1,2007,2010,FL,2012,5,5,2008-2012,3,3
422223-1,15900,14000,1900,1900,13.57142857,13.57142857,4,2009,2011,FL,2013,6,5,2008-2012,2,2
422567-1,19900,18400,1500,1500,8.152173913,8.152173913,1,2008,2010,FL,2012,5,5,2008-2012,2,2
422627-1,25000,23500,1500,1500,6.382978723,6.382978723,4,2011,2013,FL,2015,6,5,After 2012,2,2
422683-1,33250,31850,1400,1400,4.395604396,4.395604396,1,2010,2012,FL,2014,6,5,2008-2012,2,2
422707-1,67000,70350,-3350,3350,-4.761904762,4.761904762,1,2008,2011,FL,2013,6,5,2008-2012,3,3
422708-1,16600,18400,-1800,1800,-9.782608696,9.782608696,1,2008,2010,FL,2012,5,5,2008-2012,2,2
423096-1,6500,6600,-100,100,-1.515151515,1.515151515,4,2012,2014,FL,2016,6,5,After 2012,2,2
423346-1,10600,9650,950,950,9.844559585,9.844559585,1,2008,2011,FL,2013,6,5,2008-2012,3,3
423347-1,25500,31100,-5600,5600,-18.00643087,18.00643087,1,2008,2010,FL,2012,5,5,2008-2012,2,2
423348-1,10800,13100,-2300,2300,-17.55725191,17.55725191,1,2008,2011,FL,2013,6,5,2008-2012,3,3
423350-1,29000,18765,10235,10235,54.54303224,54.54303224,1,2008,2010,FL,2012,5,5,2008-2012,2,2
423351-1,28000,31400,-3400,3400,-10.82802548,10.82802548,1,2009,2011,FL,2013,6,5,2008-2012,2,2
423352-1,28000,40800,-12800,12800,-31.37254902,31.37254902,1,2008,2011,FL,2013,6,5,2008-2012,3,3
423353-1,36000,28300,7700,7700,27.20848057,27.20848057,1,2008,2011,FL,2013,6,5,2008-2012,3,3
423356-1,39750,43200,-3450,3450,-7.986111111,7.986111111,1,2008,2011,FL,2013,6,5,2008-2012,3,3
423359-1,32500,35900,-3400,3400,-9.470752089,9.470752089,1,2007,2010,FL,2012,5,5,2008-2012,3,3
423360-1,6000,3850,2150,2150,55.84415584,55.84415584,1,2008,2010,FL,2012,5,5,2008-2012,2,2
423362-1,44000,47600,-3600,3600,-7.56302521,7.56302521,1,2009,2011,FL,2013,6,5,2008-2012,2,2
423362-2,21500,24200,-2700,2700,-11.15702479,11.15702479,1,2010,2011,FL,2013,6,5,2008-2012,1,1
423567-1,26524,30600,-4076,4076,-13.32026144,13.32026144,1,2009,2011,FL,2013,6,5,2008-2012,2,2
423630-1,30500,39000,-8500,8500,-21.79487179,21.79487179,1,2009,2011,FL,2013,6,5,2008-2012,2,2
424228-1,35277,43370,-8093,8093,-18.66036431,18.66036431,1,2008,2010,FL,2012,5,5,2008-2012,2,2
424524-1,5800,5800,0,0,0,0,1,2010,2012,FL,2014,6,5,2008-2012,2,2
424735-1,5800,5600,200,200,3.571428571,3.571428571,2,2009,2011,FL,2013,6,5,2008-2012,2,2
424881-1,14000,16800,-2800,2800,-16.66666667,16.66666667,1,2010,2012,FL,2014,6,5,2008-2012,2,2
424883-1,4600,5700,-1100,1100,-19.29824561,19.29824561,1,2009,2011,FL,2013,6,5,2008-2012,2,2
424884-1,5300,6300,-1000,1000,-15.87301587,15.87301587,1,2009,2012,FL,2014,6,5,2008-2012,3,3
424885-1,14500,14100,400,400,2.836879433,2.836879433,1,2009,2012,FL,2014,6,5,2008-2012,3,3
424886-1,57000,56400,600,600,1.063829787,1.063829787,1,2009,2011,FL,2013,6,5,2008-2012,2,2
424899-1,31000,32500,-1500,1500,-4.615384615,4.615384615,1,2010,2012,FL,2014,6,5,2008-2012,2,2
426566-1,41424,47900,-6476,6476,-13.51983299,13.51983299,1,2007,2011,FL,2013,6,5,2008-2012,4,4
665,10033.33333,10866.66667,-833.3333333,833.3333333,-7.668711656,7.668711656,12,2007,2008,WI,2008,4,5,2002-2008,1,1
75077,10350,13345,-2995,2995,-22.4428625,22.4428625,1,2003,2004,OH,2009,5,5,2002-2008,1,1
75078,10350,13345,-2995,2995,-22.4428625,22.4428625,3,2003,2004,OH,2009,5,5,2002-2008,1,1
75086,28740,28897.5,-157.5,157.5,-0.545029847,0.545029847,1,2002,2003,OH,2008,4,5,2002-2008,1,1
75182,7090,9052.5,-1962.5,1962.5,-21.67909417,21.67909417,2,2003,2005,OH,2006,4,5,2002-2008,2,2
75186,47190,58555,-11365,11365,-19.40910255,19.40910255,11,2003,2004,OH,2010,5,5,2002-2008,1,1
75253,22300,15750,6550,6550,41.58730159,41.58730159,1,2005,2007,OH,2009,5,5,2002-2008,2,2
75408,4056.666667,4685.836667,-629.17,629.17,-13.42705785,13.42705785,1,2006,2007,OH,2008,4,5,2002-2008,1,1
75441,2300,3155,-855,855,-27.09984152,27.09984152,1,2010,2011,OH,2010,5,5,2008-2012,1,1
75444,820,1111,-291,291,-26.19261926,26.19261926,1,2008,2010,OH,2008,4,5,2008-2012,2,2
75472,9360,20608.5,-11248.5,11248.5,-54.5818473,54.5818473,3,2004,2008,OH,2007,4,5,2002-2008,4,4
75477,35400,39087,-3687,3687,-9.432803745,9.432803745,1,2007,2010,OH,2008,4,5,2008-2012,3,3
75529,47190,54336,-7146,7146,-13.15150177,13.15150177,1,2009,2012,OH,2010,5,5,2008-2012,3,3
75643,63950,62835,1115,1115,1.77448874,1.77448874,1,2007,2010,OH,2009,5,5,2008-2012,3,3
75691,7150,8870,-1720,1720,-19.39120631,19.39120631,1,2006,2006,OH,2006,4,5,2002-2008,0,0
75736,33306.66667,27645.33333,5661.333333,5661.333333,20.47844121,20.47844121,3,2007,2011,OH,2009,5,5,2008-2012,4,4
75861,1060,1197.5,-137.5,137.5,-11.4822547,11.4822547,2,2003,2007,OH,2008,4,5,2002-2008,4,4
75863,59140,63423.66667,-4283.666667,4283.666667,-6.754050801,6.754050801,3,2008,2011,OH,2009,5,5,2008-2012,3,3
75869,105157.5,95676.25,9481.25,9481.25,9.909721587,9.909721587,12,2004,2005,OH,2006,4,5,2002-2008,1,1
75883,44545,57624,-13079,13079,-22.69714008,22.69714008,1,2003,2006,OH,2010,5,5,2002-2008,3,3
75989,62920,70177,-7257,7257,-10.34099491,10.34099491,2,2003,2006,OH,2009,5,5,2002-2008,3,3
76009,3310,4088.18,-778.18,778.18,-19.03487616,19.03487616,1,2005,2007,OH,2009,5,5,2002-2008,2,2
76158,1240,1607,-367,367,-22.83758556,22.83758556,1,2004,2007,OH,2009,5,5,2002-2008,3,3
76254,11620,22345,-10725,10725,-47.99731484,47.99731484,12,2005,2008,OH,2010,5,5,2002-2008,3,3
76265,7160,6300,860,860,13.65079365,13.65079365,2,2003,2005,OH,2005,4,5,2002-2008,2,2
76267,12970,16875,-3905,3905,-23.14074074,23.14074074,2,2004,2007,OH,2008,4,5,2002-2008,3,3
76359,44250,49626,-5376,5376,-10.83303107,10.83303107,1,2008,2015,OH,2008,4,5,After 2012,7,6
76375,7685,9200.25,-1515.25,1515.25,-16.46966115,16.46966115,2,2003,2007,OH,2010,5,5,2002-2008,4,4
76378,23600,27418,-3818,3818,-13.92515865,13.92515865,2,2003,2008,OH,2009,5,5,2002-2008,5,5
76411,34830,38232,-3402,3402,-8.898305085,8.898305085,1,2011,2013,OH,2011,5,5,After 2012,2,2
76437,17685,22200.5,-4515.5,4515.5,-20.33963199,20.33963199,3,2004,2008,OH,2010,5,5,2002-2008,4,4
76441,19420,21869,-2449,2449,-11.19850016,11.19850016,2,2004,2007,OH,2008,4,5,2002-2008,3,3
76480,12740,17275,-4535,4535,-26.25180897,26.25180897,2,2004,2006,OH,2006,4,5,2002-2008,2,2
76536,6080,7261,-1181,1181,-16.26497728,16.26497728,2,2007,2009,OH,2011,5,5,2008-2012,2,2
76565,18815,22283.5,-3468.5,3468.5,-15.56532861,15.56532861,1,2004,2007,OH,2010,5,5,2002-2008,3,3
76674,64800,93525,-28725,28725,-30.71371291,30.71371291,12,2004,2005,OH,2010,5,5,2002-2008,1,1
76825,30795,31848,-1053,1053,-3.306330068,3.306330068,1,2008,2010,OH,2008,4,5,2008-2012,2,2
76938,38710,39090,-380,380,-0.972115631,0.972115631,2,2009,2013,OH,2009,5,5,After 2012,4,4
76968,28540,27436,1104,1104,4.023910191,4.023910191,12,2004,2005,OH,2007,4,5,2002-2008,1,1
76990,2380,2351,29,29,1.233517652,1.233517652,1,2007,2009,OH,2007,4,5,2008-2012,2,2
77037,36310,41299.666,-4989.666,4989.666,-12.08161344,12.08161344,1,2006,2008,OH,2010,5,5,2002-2008,2,2
77057,12556.66667,16516.33333,-3959.666667,3959.666667,-23.97424771,23.97424771,12,2003,2004,OH,2006,4,5,2002-2008,1,1
77076,40047.5,46763.75,-6716.25,6716.25,-14.36208602,14.36208602,11,2004,2006,OH,2009,5,5,2002-2008,2,2
77078,116150,132030,-15880,15880,-12.02756949,12.02756949,1,2005,2008,OH,2010,5,5,2002-2008,3,3
77117,77060,87314,-10254,10254,-11.74382115,11.74382115,1,2006,2008,OH,2009,5,5,2002-2008,2,2
77129,19106.66667,27326.66667,-8220,8220,-30.08050744,30.08050744,12,2004,2006,OH,2006,4,5,2002-2008,2,2
77198,15060,23523.16667,-8463.166667,8463.166667,-35.9780075,35.9780075,3,2005,2007,OH,2010,5,5,2002-2008,2,2
77242,62445,74914.8,-12469.8,12469.8,-16.64530907,16.64530907,11,2004,2008,OH,2010,5,5,2002-2008,4,4
77244,37175,49777.5,-12602.5,12602.5,-25.3176636,25.3176636,2,2007,2007,OH,2010,5,5,2002-2008,0,0
77248,92640,111634,-18994,18994,-17.01452962,17.01452962,11,2004,2015,OH,2009,5,5,After 2012,11,6
77273,7633.333333,9043.333333,-1410,1410,-15.59159602,15.59159602,1,2006,2008,OH,2010,5,5,2002-2008,2,2
77284,5646.25,7300,-1653.75,1653.75,-22.65410959,22.65410959,1,2006,2008,OH,2008.75,5,5,2002-2008,2,2
77308,2140,2540,-400,400,-15.7480315,15.7480315,1,2006,2008,OH,2008,4,5,2002-2008,2,2
77314,9766.666667,10411.66667,-645,645,-6.194973587,6.194973587,1,2008,2010,OH,2008,4,5,2008-2012,2,2
77318,14700,18082.5,-3382.5,3382.5,-18.70593115,18.70593115,1,2008,2010,OH,2009,5,5,2008-2012,2,2
77326,97596.66667,100576.6667,-2980,2980,-2.962913863,2.962913863,11,2004,2005,OH,2010,5,5,2002-2008,1,1
77348,6666.666667,7387.776667,-721.11,721.11,-9.760852724,9.760852724,1,2006,2009,OH,2008,4,5,2008-2012,3,3
77419,81910,120395,-38485,38485,-31.96561319,31.96561319,1,2008,2011,OH,2010,5,5,2008-2012,3,3
77557,19660,16398,3262,3262,19.89266984,19.89266984,2,2004,2008,OH,2010,5,5,2002-2008,4,4
77562,1600,1671.5,-71.5,71.5,-4.277594975,4.277594975,1,2007,2009,OH,2008,4,5,2008-2012,2,2
77568,86960,91017.5,-4057.5,4057.5,-4.457933914,4.457933914,1,2009,2009,OH,2010,5,5,2008-2012,0,0
77592,5965,6999.375,-1034.375,1034.375,-14.77810519,14.77810519,1,2009,2012,OH,2011,5,5,2008-2012,3,3
77688,3310,4275,-965,965,-22.57309942,22.57309942,1,2004,2004,OH,2009,5,5,2002-2008,0,0
77856,9113.333333,6705.666667,2407.666667,2407.666667,35.90495601,35.90495601,2,2008,2010,OH,2008,4,5,2008-2012,2,2
77877,1100,1159.72,-59.72,59.72,-5.149518849,5.149518849,1,2005,2007,OH,2008,4,5,2002-2008,2,2
77895,9410,12392.5,-2982.5,2982.5,-24.06697599,24.06697599,12,2005,2008,OH,2009,5,5,2002-2008,3,3
77975,9640,10743.5,-1103.5,1103.5,-10.27132685,10.27132685,1,2006,2007,OH,2010,5,5,2002-2008,1,1
78043,31410,37127,-5717,5717,-15.39849705,15.39849705,1,2007,2009,OH,2010,5,5,2008-2012,2,2
78044,3130,3152,-22,22,-0.697969543,0.697969543,1,2005,2007,OH,2009,5,5,2002-2008,2,2
78245,16583,17600,-1017,1017,-5.778409091,5.778409091,1,2012,2013,OH,2013,6,5,After 2012,1,1
78248,7860,12797.5,-4937.5,4937.5,-38.58175425,38.58175425,1,2009,2010,OH,2010,5,5,2008-2012,1,1
78267,18220,14025,4195,4195,29.91087344,29.91087344,2,2005,2008,OH,2010,5,5,2002-2008,3,3
78277,23637.5,31658,-8020.5,8020.5,-25.33482848,25.33482848,1,2006,2010,OH,2008,4,5,2008-2012,4,4
78278,12630,12987,-357,357,-2.748902749,2.748902749,2,2010,2014,OH,2010,5,5,After 2012,4,4
78295,47730,50775.54545,-3045.545455,3045.545455,-5.998055614,5.998055614,11,2009,2010,OH,2009,5,5,2008-2012,1,1
78300,9406.666667,9149.333333,257.3333333,257.3333333,2.812591081,2.812591081,2,2006,2011,OH,2008,4,5,2008-2012,5,5
78425,42680,52406.5,-9726.5,9726.5,-18.55972065,18.55972065,1,2010,2014,OH,2010,5,5,After 2012,4,4
78483,22670,29632.77667,-6962.776667,6962.776667,-23.49687559,23.49687559,1,2006,2008,OH,2010,5,5,2002-2008,2,2
78898,1150,1876.5,-726.5,726.5,-38.71569411,38.71569411,1,2008,2011,OH,2008,4,5,2008-2012,3,3
79014,16465,17340,-875,875,-5.046136101,5.046136101,2,2005,2009,OH,2009,5,5,2008-2012,4,4
79016,29010,34983.33333,-5973.333333,5973.333333,-17.07479752,17.07479752,2,2005,2009,OH,2009,5,5,2008-2012,4,4
79029,11390,12310.2825,-920.2825,920.2825,-7.475722023,7.475722023,12,2007,2009,OH,2008,4,5,2008-2012,2,2
79078,76022.85714,73880.72381,2142.133333,2142.133333,2.899448223,2.899448223,12,2005,2005,OH,2009,5,5,2002-2008,0,0
79175,29086.66667,29491.66667,-405,405,-1.373269285,1.373269285,12,2007,2010,OH,2007,4,5,2008-2012,3,3
79258,11415,11194.25,220.75,220.75,1.971994551,1.971994551,2,2008,2010,OH,2008,4,5,2008-2012,2,2
79400,11350,13000,-1650,1650,-12.69230769,12.69230769,12,2013,2013,OH,2013,6,5,After 2012,0,0
79449,6659.166667,6937.778333,-278.6116667,278.6116667,-4.015862907,4.015862907,1,2006,2009,OH,2010,5,5,2008-2012,3,3
79453,26110,27278.09571,-1168.095714,1168.095714,-4.282174704,4.282174704,1,2008,2010,OH,2008,4,5,2008-2012,2,2
79455,8263.333333,8262.501667,0.831666667,0.831666667,0.010065555,0.010065555,1,2011,2012,OH,2011,5,5,2008-2012,1,1
79489,9520,10815,-1295,1295,-11.97411003,11.97411003,1,2006,2009,OH,2009,5,5,2008-2012,3,3
79535,37760,48261.5,-10501.5,10501.5,-21.75958062,21.75958062,1,2009,2012,OH,2009,5,5,2008-2012,3,3
79601,15599.375,20187.8125,-4588.4375,4588.4375,-22.72875033,22.72875033,12,2007,2010,OH,2008,4,5,2008-2012,3,3
79608,58200,57778.71429,421.2857143,421.2857143,0.729136533,0.729136533,1,2008,2010,OH,2008,4,5,2008-2012,2,2
79745,11530,11894.375,-364.375,364.375,-3.063422836,3.063422836,1,2008,2010,OH,2009,5,5,2008-2012,2,2
79748,10715,12046.875,-1331.875,1331.875,-11.05577173,11.05577173,1,2008,2010,OH,2009,5,5,2008-2012,2,2
79855,2960,2960,0,0,0,0,1,2009,2011,OH,2009,5,5,2008-2012,2,2
79944,28993.33333,48853,-19859.66667,19859.66667,-40.65188764,40.65188764,1,2006,2009,OH,2010,5,5,2008-2012,3,3
79951,74937.5,85665.0625,-10727.5625,10727.5625,-12.52268099,12.52268099,1,2006,2007,OH,2010,5,5,2002-2008,1,1
80005,85880,104220,-18340,18340,-17.59739014,17.59739014,1,2008,2011,OH,2009,5,5,2008-2012,3,3
80030,48720,62781,-14061,14061,-22.39690352,22.39690352,12,2008,2010,OH,2009,5,5,2008-2012,2,2
80057,830,802,28,28,3.49127182,3.49127182,1,2007,2011,OH,2009,5,5,2008-2012,4,4
80059,14390,15294,-904,904,-5.910814699,5.910814699,1,2007,2011,OH,2009,5,5,2008-2012,4,4
80065,30680,29708.33,971.67,971.67,3.270698824,3.270698824,1,2006,2007,OH,2008,4,5,2002-2008,1,1
80096,7338,9488.5,-2150.5,2150.5,-22.66427781,22.66427781,2,2007.2,2011.2,OH,2009,5,5,2008-2012,4,4
80102,49363.75,51636.75,-2273,2273,-4.401903683,4.401903683,11,2006,2008,OH,2008.875,5,5,2002-2008,2,2
80114,1180,1583,-403,403,-25.45799116,25.45799116,1,2007,2011,OH,2009,5,5,2008-2012,4,4
80119,48410,46039,2371,2371,5.149981537,5.149981537,1,2007,2010,OH,2008,4,5,2008-2012,3,3
80122,1900,1700,200,200,11.76470588,11.76470588,12,2013,2013,OH,2013,6,5,After 2012,0,0
80130,28863,35380,-6517,6517,-18.42001131,18.42001131,1,2010,2012,OH,2012,5,5,2008-2012,2,2
80139,1910,1779,131,131,7.363687465,7.363687465,1,2007,2010,OH,2008,4,5,2008-2012,3,3
80141,4040,3735,305,305,8.165997323,8.165997323,1,2007,2011,OH,2010,5,5,2008-2012,4,4
80142,1170,2387.5,-1217.5,1217.5,-50.9947644,50.9947644,1,2007,2011,OH,2010,5,5,2008-2012,4,4
80145,7200,6991,209,209,2.989558003,2.989558003,1,2007,2010,OH,2008,4,5,2008-2012,3,3
80168,8726.666667,10206.66667,-1480,1480,-14.50032658,14.50032658,1,2006,2008,OH,2008,4,5,2002-2008,2,2
80169,16940,17844.165,-904.165,904.165,-5.067006498,5.067006498,1,2006,2009,OH,2008,4,5,2008-2012,3,3
80171,690,595,95,95,15.96638655,15.96638655,1,2006,2009,OH,2009,5,5,2008-2012,3,3
80173,3866.25,4053.75,-187.5,187.5,-4.625346901,4.625346901,1,2007,2009,OH,2009,5,5,2008-2012,2,2
80174,2570,2783.64375,-213.64375,213.64375,-7.674967388,7.674967388,1,2008,2010,OH,2009,5,5,2008-2012,2,2
80175,1730,1986.666667,-256.6666667,256.6666667,-12.91946309,12.91946309,1,2006,2009,OH,2009,5,5,2008-2012,3,3
80176,6000,7010,-1010,1010,-14.40798859,14.40798859,1,2006,2008,OH,2008,4,5,2002-2008,2,2
80177,6275,8315,-2040,2040,-24.53397474,24.53397474,1,2006,2009,OH,2009,5,5,2008-2012,3,3
80178,2710,3184.58,-474.58,474.58,-14.90243611,14.90243611,1,2008,2010,OH,2009,5,5,2008-2012,2,2
80179,3436.666667,3233.333333,203.3333333,203.3333333,6.288659794,6.288659794,1,2006,2009,OH,2009,5,5,2008-2012,3,3
80181,4293.333333,5114.72,-821.3866667,821.3866667,-16.05926945,16.05926945,1,2006,2008,OH,2010,5,5,2002-2008,2,2
80182,7076.666667,8383.333333,-1306.666667,1306.666667,-15.58648111,15.58648111,1,2008,2010,OH,2010,5,5,2008-2012,2,2
80183,3860,4085,-225,225,-5.507955936,5.507955936,1,2006,2009,OH,2010,5,5,2008-2012,3,3
80197,3220,3130,90,90,2.875399361,2.875399361,1,2007,2012,OH,2012,5,5,2008-2012,5,5
80198,1150,2080,-930,930,-44.71153846,44.71153846,1,2007,2012,OH,2012,5,5,2008-2012,5,5
80209,1150,1876.5,-726.5,726.5,-38.71569411,38.71569411,1,2008,2011,OH,2008,4,5,2008-2012,3,3
80217,7070,9434.5,-2364.5,2364.5,-25.06227145,25.06227145,2,2005,2010,OH,2008,4,5,2008-2012,5,5
80395,17340,19430,-2090,2090,-10.75656202,10.75656202,1,2007,2009,OH,2008,4,5,2008-2012,2,2
80491,18140,18932.25,-792.25,792.25,-4.184658453,4.184658453,2,2006,2007,OH,2010,5,5,2002-2008,1,1
80613,2670,4057,-1387,1387,-34.18782351,34.18782351,1,2007,2010,OH,2008,4,5,2008-2012,3,3
80619,134080,139632.25,-5552.25,5552.25,-3.976337845,3.976337845,1,2006,2008,OH,2010,5,5,2002-2008,2,2
80791,15990,17660,-1670,1670,-9.456398641,9.456398641,1,2006,2008,OH,2008,4,5,2002-2008,2,2
80810,31025.83333,31799.58333,-773.75,773.75,-2.433207982,2.433207982,12,2006,2006,OH,2009.75,5,5,2002-2008,0,0
80931,172000,171196.67,803.33,803.33,0.46924394,0.46924394,1,2006,2007,OH,2009,5,5,2002-2008,1,1
80963,11910,12866.25,-956.25,956.25,-7.4322355,7.4322355,2,2007,2010,OH,2007,4,5,2008-2012,3,3
80993,6990,10200,-3210,3210,-31.47058824,31.47058824,3,2007,2010,OH,2008,4,5,2008-2012,3,3
81137,9193.333333,14046.66667,-4853.333333,4853.333333,-34.55149502,34.55149502,2,2007,2007,OH,2010,5,5,2002-2008,0,0
81147,80463.57143,100054.7629,-19591.19143,19591.19143,-19.5804686,19.5804686,1,2012,2014,OH,2013,6,5,After 2012,2,2
81162,3510,4665,-1155,1155,-24.75884244,24.75884244,1,2009,2011,OH,2010,5,5,2008-2012,2,2
81215,1690,1507,183,183,12.14333112,12.14333112,12,2007,2012,OH,2010,5,5,2008-2012,5,5
81243,7862.5,8958.625,-1096.125,1096.125,-12.23541559,12.23541559,1,2008,2010,OH,2009,5,5,2008-2012,2,2
81328,3150,2989,161,161,5.386416862,5.386416862,1,2009,2012,OH,2010,5,5,2008-2012,3,3
81338,21706.66667,20678.53333,1028.133333,1028.133333,4.971983829,4.971983829,1,2009,2014,OH,2010,5,5,After 2012,5,5
81359,124000,124260,-260,260,-0.209238693,0.209238693,1,2006,2007,OH,2007,4,5,2002-2008,1,1
81405,17433.33333,18153.33333,-720,720,-3.966213735,3.966213735,1,2008,2010,OH,2010,5,5,2008-2012,2,2
81485,15130,17270,-2140,2140,-12.39143023,12.39143023,1,2008,2009,OH,2009,5,5,2008-2012,1,1
81539,7380,7078.333333,301.6666667,301.6666667,4.261831881,4.261831881,7,2010,2012,OH,2011,5,5,2008-2012,2,2
81796,38208.33333,37287,921.3333333,921.3333333,2.470923736,2.470923736,11,2006,2009,OH,2008,4,5,2008-2012,3,3
81797,14700,23929.75,-9229.75,9229.75,-38.57018983,38.57018983,2,2007,2008,OH,2009,5,5,2002-2008,1,1
81899,29010,32983.5,-3973.5,3973.5,-12.04693256,12.04693256,2,2007,2010,OH,2009,5,5,2008-2012,3,3
81918,5680,5531,149,149,2.693907069,2.693907069,1,2008,2010,OH,2008,4,5,2008-2012,2,2
81934,4570,3660,910,910,24.86338798,24.86338798,1,2009,2010,OH,2009,5,5,2008-2012,1,1
81937,14140,14144,-4,4,-0.028280543,0.028280543,1,2010,2011,OH,2010,5,5,2008-2012,1,1
81940,9165,8680,485,485,5.587557604,5.587557604,1,2011,2013,OH,2013,6,5,After 2012,2,2
82030,25150,27260,-2110,2110,-7.740278797,7.740278797,1,2008,2010,OH,2010,5,5,2008-2012,2,2
82035,4830,4996.665,-166.665,166.665,-3.335524795,3.335524795,1,2009,2011,OH,2009,5,5,2008-2012,2,2
82040,5075,4595,480,480,10.44613711,10.44613711,1,2009,2010,OH,2010,5,5,2008-2012,1,1
82131,3658.333333,3993.166667,-334.8333333,334.8333333,-8.385157978,8.385157978,1,2008,2011,OH,2009.416667,5,5,2008-2012,3,3
82154,10195,11878.75,-1683.75,1683.75,-14.17447122,14.17447122,2,2007,2007,OH,2009,5,5,2002-2008,0,0
82249,87690,86005,1685,1685,1.959188419,1.959188419,2,2009,2011,OH,2009,5,5,2008-2012,2,2
82275,4630,4720,-90,90,-1.906779661,1.906779661,1,2008,2010,OH,2010,5,5,2008-2012,2,2
82277,7090,9008.5,-1918.5,1918.5,-21.29655326,21.29655326,1,2007,2010,OH,2009,5,5,2008-2012,3,3
82298,8795,11272.875,-2477.875,2477.875,-21.98086114,21.98086114,1,2008,2010,OH,2008.75,5,5,2008-2012,2,2
82485,7580,8401.5,-821.5,821.5,-9.778015831,9.778015831,2,2007,2009,OH,2008,4,5,2008-2012,2,2
82505,26988.33333,29519.5,-2531.166667,2531.166667,-8.57455806,8.57455806,1,2007,2010,OH,2009,5,5,2008-2012,3,3
82506,29920,28870.33333,1049.666667,1049.666667,3.635796839,3.635796839,1,2009,2011,OH,2009,5,5,2008-2012,2,2
82606,17290,20763,-3473,3473,-16.72686991,16.72686991,2,2007,2011,OH,2009,5,5,2008-2012,4,4
82625,48555,51502,-2947,2947,-5.722107879,5.722107879,12,2007,2009,OH,2008,4,5,2008-2012,2,2
82632,15507.5,13852,1655.5,1655.5,11.95134277,11.95134277,2,2011,2017,OH,2011,5,5,After 2012,6,6
